Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Return
2020-01-02,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,299.4064636230469,59151200,SPY,0.0
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,297.1392517089844,77709700,SPY,-0.007572233484322677
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,298.2728576660156,55653900,SPY,0.0038150521769082513
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,297.43414306640625,40496400,SPY,-0.0028117773480448305
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,299.0193176269531,68296000,SPY,0.005329536027487647
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,301.04693603515625,48473300,SPY,0.006780649119067839
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,300.1806640625,53029300,SPY,-0.002877705369570993
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,302.2450866699219,47086800,SPY,0.006877347366428754
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,301.7842102050781,62832800,SPY,-0.0015246225991427664
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,302.4661560058594,72056600,SPY,0.0022598570981489097
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,304.9822692871094,54050300,SPY,0.008318385587676502
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,305.9314880371094,95846000,SPY,0.0031125309364881115
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,305.3324890136719,77742400,SPY,-0.001958199699227836
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,305.3692321777344,48914900,SPY,0.00012076228915192111
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,305.7195129394531,51963000,SPY,0.0011468729613461903
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,303.000732421875,87578400,SPY,-0.008893079091328304
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,298.1438293457031,84062500,SPY,-0.016029410194896898
2020-01-28,325.0599975585937,327.8500061035156,323.6000061035156,326.8900146484375,301.26812744140625,63834000,SPY,0.010479179747874712
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,301.0193176269531,53888900,SPY,-0.0008260256329346571
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,301.99615478515625,75491800,SPY,0.003245354156022895
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,296.5125732421875,113845600,SPY,-0.018157903510881312
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,298.7151184082031,69083000,SPY,0.0074285396116215985
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.0599975585937,303.2680358886719,62573200,SPY,0.015241276427947925
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,306.77020263671875,65951100,SPY,0.011548008938072618
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,307.8023986816406,50359700,SPY,0.0033648551464744436
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,306.1619873046875,64139400,SPY,-0.005329656628371482
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,308.4475402832031,42070000,SPY,0.007465323231850007
