Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Return
2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.431896209716797,493729600,AAPL,0.0
2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.44301700592041,601904800,AAPL,0.0017289307580481417
2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.340531349182129,552160000,AAPL,-0.01590632443351514
2010-01-07,7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.328810691833496,477131200,AAPL,-0.0018487095865324932
2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.370887756347656,447610800,AAPL,0.006648330467509567
2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.314685821533203,462229600,AAPL,-0.008821474266637597
2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,7.41857099533081,6.242855072021484,594459600,AAPL,-0.011375126454545081
2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.330915451049805,605892000,AAPL,0.014105528963442415
2010-01-14,7.503929138183594,7.51642894744873,7.465000152587891,7.479642868041992,6.294247627258301,432894000,AAPL,-0.005791540174464371
2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.189059734344482,594067600,AAPL,-0.0167120278608599
2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.462852954864502,730007600,AAPL,0.04423830852622346
2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.363373756408691,612152800,AAPL,-0.015392403151918477
2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.253374099731445,608154400,AAPL,-0.01728630870498349
2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,5.943215847015381,881767600,AAPL,-0.049598612943910436
2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.103102684020996,1065699600,AAPL,0.026902662969268576
2010-01-26,7.35535717010498,7.632500171661377,7.235000133514404,7.355000019073486,6.189359664916992,1867110000,AAPL,0.014133052195012485
2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.247663974761963,1722568400,AAPL,0.009420240573584149
2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,5.989498615264893,1173502400,AAPL,-0.04132196212990025
2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.772206783294678,1245952400,AAPL,-0.03627874999857639
2010-02-01,6.870357036590576,7.0,6.83214282989502,6.9546427726745605,5.852451324462891,749876400,AAPL,0.013901876021248594
2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.886411666870117,698342400,AAPL,0.005802902349361316
2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,5.987695693969727,615328000,AAPL,0.017206152760495197
2010-02-04,7.026071071624756,7.084642887115479,6.841785907745361,6.85892915725708,5.77190637588501,757652000,AAPL,-0.03603863695078102
2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.874391555786133,850306800,AAPL,0.017755641478434336
2010-02-08,6.98892879486084,7.067142963409424,6.928571224212647,6.932857036590576,5.834117889404297,478270800,AAPL,-0.006855575056671559
2010-02-09,7.014999866485596,7.053571224212647,6.955357074737549,7.006785869598389,5.8963303565979,632886800,AAPL,0.010663545002821628
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.864171981811523,370361600,AAPL,-0.005453953388032562
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,5.970865249633789,550345600,AAPL,0.018193938437622847
2010-02-12,7.075356960296631,7.201428890228272,6.982142925262451,7.156428813934326,6.022259712219238,655468800,AAPL,0.008607300974015963
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.113020896911621,543737600,AAPL,0.015071375700046019
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.087475299835205,436396800,AAPL,-0.004178921896833887
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.09889554977417,422825200,AAPL,0.0018759909348637915
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.061028480529785,415469600,AAPL,-0.006209048175126575
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.023460388183594,390563600,AAPL,-0.006198254229782374
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.037857055664063,5.92248010635376,575094800,AAPL,-0.016764778416844872
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.030672073364258,460566400,AAPL,0.018268627244798052
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.070945262908936,665126000,AAPL,0.006677915517312449
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.14968729019165,507460800,AAPL,0.01297026317010519
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.281025409698486,550093600,AAPL,0.021356758754109917
2010-03-02,7.497499942779541,7.529643058776855,7.419285774230957,7.458929061889648,6.276816368103027,566546400,AAPL,-0.0006699037896520377
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.291241645812988,372052800,AAPL,0.002298160883152489
2010-03-04,7.474286079406738,7.532856941223144,7.451070785522461,7.525356769561768,6.332717418670654,366041200,AAPL,0.006592485472262988
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.5803632736206055,899620400,AAPL,0.03910595338927081
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.5842719078063965,429889600,AAPL,0.0005937564409492779
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.7026848793029785,920259200,AAPL,0.01798428237868932
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.757384300231934,596218000,AAPL,0.008160650237047706
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.777217864990234,405700400,AAPL,0.002935369263776577
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.810279369354248,416323600,AAPL,0.004878160842773704
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.727330684661865,493502800,AAPL,-0.012180036804252059
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.74566125869751,446908000,AAPL,0.0027251037906839137
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.735743999481201,450956800,AAPL,-0.0014702348235551277
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.751673221588135,342109600,AAPL,0.0023647990933506335
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.679543495178223,559445600,AAPL,-0.0106832918298575
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.754678726196289,456419600,AAPL,0.011248611089751392
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.863173007965088,602431200,AAPL,0.016062242958786
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.893527984619141,597780400,AAPL,0.004422884028154828
